,Suburb,Rooms,Type,Method,SellerG,Date,Distance,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname
4527,Glen Iris,2,h,S,Marshall,4/6/2016,9.2,3,1,2,660,,Boroondara City Council,-37.8536,145.0911,Southern Metropolitan
4052,Essendon,1,u,S,Nelson,17/9/2016,8,1,1,1,0,1970,Moonee Valley City Council,-37.7547,144.9107,Western Metropolitan
21258,Hawthorn,3,h,VB,Marshall,16/9/2017,5.3,3,1,0,216,1890,Boroondara City Council,-37.82031,145.04043,Southern Metropolitan
12193,Avondale Heights,3,h,SP,Moonee,22/4/2017,10.5,3,1,1,585,1960,Moonee Valley City Council,-37.7574,144.8574,Western Metropolitan
15703,Hawthorn East,2,u,PI,hockingstuart,17/6/2017,6.2,,,,,,Boroondara City Council,,,Southern Metropolitan
9322,South Yarra,1,u,S,hockingstuart,18/6/2016,3.3,1,1,1,607,,Melbourne City Council,-37.8328,144.9866,Southern Metropolitan
16664,Aspendale,4,h,PI,Buxton,27/5/2017,21.5,4,2,2,599,,Kingston City Council,-38.01468,145.09789,South-Eastern Metropolitan
20438,Carlton North,2,h,S,Nelson,9/9/2017,3.5,2,1,,4025,,Melbourne City Council,-37.78791,144.96938,Northern Metropolitan
21983,Melton South,3,h,S,Ryder,19/8/2017,29.8,3,1,1,602,1980,Melton City Council,-37.70484,144.57261,Western Victoria
26358,Research,3,u,S,Fletchers,28/10/2017,18,,,,,,Nillumbik Shire Council,,,Eastern Metropolitan
32278,Blackburn North,3,h,S,Noel,10/3/2018,13.4,3,1,1,653,,Whitehorse City Council,-37.81,145.16294,Eastern Metropolitan
11127,Campbellfield,3,h,S,Raine,19/11/2016,14.5,,,,,,Hume City Council,,,Northern Metropolitan
30127,Brighton East,2,t,VB,Gary,9/12/2017,10.3,,,,,,Bayside City Council,,,Southern Metropolitan
32923,Werribee,3,h,VB,Barry,17/2/2018,14.7,3,2,2,1164,,Wyndham City Council,-37.89562,144.67284,Western Metropolitan
10948,Yarraville,4,h,S,hockingstuart,22/8/2016,7,4,1,1,288,,Maribyrnong City Council,-37.8202,144.883,Western Metropolitan
14043,Elwood,3,h,S,Chisholm,20/5/2017,7.7,3,2,1,362,1900,Port Phillip City Council,-37.8772,144.9904,Southern Metropolitan
33433,Hoppers Crossing,3,h,S,Greg,17/3/2018,18.4,3,1,6,624,1980,Wyndham City Council,-37.89091,144.68096,Western Metropolitan
2539,Burwood,3,t,VB,Jellis,10/9/2016,11.7,3,2,2,160,,Monash City Council,-37.8525,145.0973,Southern Metropolitan
21056,Carnegie,2,t,S,Woodards,16/9/2017,10.1,2,2,1,117,2007,Glen Eira City Council,-37.88592,145.04781,Southern Metropolitan
585,Ascot Vale,3,h,PI,Nelson,27/11/2016,5.9,3,1,1,555,,Moonee Valley City Council,-37.7767,144.9125,Western Metropolitan
9111,Seddon,3,h,S,Sweeney,28/5/2016,6.6,,,,,,Maribyrnong City Council,,,Western Metropolitan
14717,Alphington,4,h,S,Kay,3/6/2017,5.7,4,2,3,580,1930,Darebin City Council,-37.77227,145.0284,Northern Metropolitan
23359,Oakleigh,2,h,PI,Ray,26/8/2017,12.3,2,1,0,419,1920,Monash City Council,-37.89721,145.09792,Southern Metropolitan
16530,Sandringham,5,h,VB,hockingstuart,24/6/2017,15.2,5,3,2,640,1980,Bayside City Council,-37.95698,145.0166,Southern Metropolitan
3954,Essendon,3,h,VB,Barry,3/12/2016,8,3,1,1,445,,Moonee Valley City Council,-37.7505,144.8934,Western Metropolitan
26528,Thornbury,2,t,SP,McGrath,28/10/2017,7,2,1,2,,,Darebin City Council,-37.75955,145.0171,Northern Metropolitan
30630,Murrumbeena,3,t,PI,Buxton/Marshall,9/12/2017,10.1,3,4,2,301,,Glen Eira City Council,-37.90432,145.07013,Southern Metropolitan
12895,Glenroy,3,u,S,YPA,29/4/2017,13,3,2,2,0,2009,Moreland City Council,-37.7074,144.9266,Northern Metropolitan
1245,Bentleigh,3,h,S,hockingstuart,8/10/2016,13,3,2,1,578,,Glen Eira City Council,-37.9344,145.0481,Southern Metropolitan
8138,Preston,3,h,S,Barry,7/5/2016,8.8,4,1,2,591,,Darebin City Council,-37.7333,145.0353,Northern Metropolitan
33850,Vermont,4,h,S,Jellis,17/3/2018,17.2,4,2,2,758,,Maroondah City Council,-37.84299,145.20459,Eastern Metropolitan
32645,Hawthorn,2,u,S,Jellis,17/2/2018,5.3,,,,,,Boroondara City Council,,,Southern Metropolitan
33772,St Albans,3,h,SP,hockingstuart,17/3/2018,14,3,1,1,730,,Brimbank City Council,-37.75709,144.80162,Western Metropolitan
21311,Kew East,3,h,VB,Jellis,16/9/2017,7.3,3,1,2,650,,Boroondara City Council,-37.79235,145.04789,Southern Metropolitan
8328,Reservoir,2,u,PI,Ray,3/9/2016,11.2,2,1,1,189,2012,Darebin City Council,-37.708,145.0181,Northern Metropolitan
7445,Northcote,4,h,S,McGrath,28/8/2016,5.5,4,2,3,824,1920,Darebin City Council,-37.7803,145.0063,Northern Metropolitan
8213,Preston,3,h,S,Harcourts,17/9/2016,8.8,3,2,1,479,1930,Darebin City Council,-37.7425,145.014,Northern Metropolitan
17181,North Melbourne,2,h,SP,Nelson,27/5/2017,1.8,2,1,0,114,1910,Melbourne City Council,-37.80248,144.94846,Northern Metropolitan
4106,Essendon,6,h,VB,Joe,27/6/2016,8,7,2,2,870,,Moonee Valley City Council,-37.7517,144.9018,Western Metropolitan
21491,Richmond,1,u,S,Peter,16/9/2017,2.4,,,,,,Yarra City Council,-37.82309,144.99056,Northern Metropolitan
26501,Taylors Hill,4,h,PI,Sweeney,28/10/2017,18,4,2,2,,2009,Melton City Council,-37.71611,144.76222,Western Metropolitan
14032,Elsternwick,2,u,S,Gary,29/4/2017,8.5,2,1,1,0,1968,Glen Eira City Council,-37.8817,145.0032,Southern Metropolitan
55,Abbotsford,3,h,S,Biggin,25/2/2017,2.5,3,2,2,147,,Yarra City Council,-37.805,144.9943,Northern Metropolitan
12684,Cremorne,2,h,S,Biggin,8/4/2017,2.5,2,1,0,117,,Yarra City Council,-37.8262,144.9922,Northern Metropolitan
11647,Murrumbeena,3,t,SP,Buxton,22/5/2016,12.1,3,2,2,0,2013,Glen Eira City Council,-37.8939,145.0715,Southern Metropolitan
26985,Elwood,1,u,S,Chisholm,11/11/2017,7.2,,,,,,Port Phillip City Council,,,Southern Metropolitan
9888,Sunshine North,3,h,SP,Douglas,16/4/2016,13.3,3,1,1,602,,Brimbank City Council,-37.7696,144.84,Western Metropolitan
34412,Kew,6,h,SP,Marshall,24/2/2018,5.4,6,3,2,855,1920,Boroondara City Council,-37.79626,145.03362,Southern Metropolitan
2259,Brunswick,2,h,S,Raine,22/5/2016,5.2,2,1,1,0,,Moreland City Council,-37.7618,144.9662,Northern Metropolitan
21629,Windsor,3,h,PI,Marshall,16/9/2017,4.6,3,2,0,362,1895,Port Phillip City Council,-37.85327,144.99947,Southern Metropolitan
10495,Toorak,2,h,S,Kay,25/2/2017,4.6,2,2,0,218,,Stonnington City Council,-37.847,145.0064,Southern Metropolitan
27383,Thornbury,2,t,PI,Ray,11/11/2017,7,,,,,,Darebin City Council,,,Northern Metropolitan
16297,Greensborough,3,h,S,Morrison,24/6/2017,16.1,3,2,2,1036,1954,Banyule City Council,-37.69538,145.11543,Northern Metropolitan
13273,Murrumbeena,4,h,S,Buxton,20/5/2017,12.1,,,,,,Glen Eira City Council,,,Southern Metropolitan
22407,Epping,3,h,S,hockingstuart,23/9/2017,19.6,3,1,1,521,,Whittlesea City Council,-37.63854,145.05179,Northern Metropolitan
9729,Strathmore,2,h,S,Considine,23/4/2016,9.7,2,1,1,151,,Moonee Valley City Council,-37.7296,144.9234,Western Metropolitan
5765,Kensington,2,h,S,Jellis,3/12/2016,4.2,2,1,0,150,,Melbourne City Council,-37.7963,144.935,Northern Metropolitan
12868,Glenroy,3,t,S,Eview,8/4/2017,13,,,,,,Moreland City Council,,,Northern Metropolitan
27689,Croydon,3,h,S,Carter,18/11/2017,23,3,1,1,864,,Maroondah City Council,-37.7829,145.267,Eastern Metropolitan
6647,Melbourne,3,u,VB,hockingstuart,4/3/2017,2.8,,,,,,Melbourne City Council,,,Northern Metropolitan
24597,North Melbourne,3,h,S,Woodards,14/10/2017,1.8,3,2,,133,,Melbourne City Council,-37.8042,144.95117,Northern Metropolitan
19153,South Morang,4,h,S,RW,22/7/2017,20.5,4,2,2,639,,Whittlesea City Council,-37.63947,145.08562,Northern Metropolitan
18581,Kensington,3,h,S,Bullen,15/7/2017,3.4,3,1,0,114,,Melbourne City Council,-37.78895,144.93351,Northern Metropolitan
16432,Mulgrave,3,h,S,Win,24/6/2017,18.8,3,1,2,739,1965,Monash City Council,-37.92769,145.16792,South-Eastern Metropolitan
17691,Nunawading,4,t,S,Noel,8/7/2017,15.4,4,3,2,289,2011,Manningham City Council,-37.82895,145.17678,Eastern Metropolitan
22450,Glen Waverley,3,h,S,Stockdale,23/9/2017,16.7,3,1,0,984,,Monash City Council,-37.87376,145.15238,Eastern Metropolitan
28587,Deer Park,4,h,SP,Biggin,25/11/2017,14.8,,,,,,Brimbank City Council,,,Western Metropolitan
30088,Bentleigh East,3,h,SP,Hodges,9/12/2017,13.8,3,2,2,,1950,Glen Eira City Council,-37.93222,145.05422,Southern Metropolitan
4699,Glen Iris,2,h,S,Jellis,26/7/2016,9.2,2,1,1,553,,Boroondara City Council,-37.8464,145.0511,Southern Metropolitan
20379,Blackburn North,4,h,SP,Ray,9/9/2017,13.4,4,2,2,923,,Whitehorse City Council,-37.80096,145.1488,Eastern Metropolitan
7285,Northcote,4,h,SP,Jellis,4/6/2016,5.5,4,1,1,484,1925,Darebin City Council,-37.7672,145.0095,Northern Metropolitan
29688,Melton West,3,h,VB,PRDNationwide,6/1/2018,31.7,3,2,2,,1980,Melton City Council,-37.67591,144.55929,Northern Victoria
628,Ashburton,4,h,VB,Marshall,12/11/2016,11,4,2,2,780,1938,Boroondara City Council,-37.86,145.0817,Southern Metropolitan
26607,Kingsbury,2,t,SP,RW,30/9/2017,12.1,,,,,,Darebin City Council,,,Northern Metropolitan
22876,West Melbourne,3,u,S,LITTLE,23/9/2017,3.1,3,2,1,,1996,Melbourne City Council,-37.8118,144.95259,Northern Metropolitan
21805,Craigieburn,4,h,S,Ray,19/8/2017,20.6,4,2,2,448,,Hume City Council,-37.57565,144.91365,Northern Metropolitan
19293,Black Rock,2,u,S,Hodges,29/7/2017,17.3,2,1,1,0,1960,Bayside City Council,-37.97853,145.0175,Southern Metropolitan
18272,Ringwood,2,u,S,Carter,12/8/2017,19.9,2,1,1,306,,Maroondah City Council,-37.80436,145.23339,Eastern Metropolitan
3688,Doncaster,3,t,SP,Jellis,25/2/2017,13.9,3,2,2,233,2012,Manningham City Council,-37.7881,145.1371,Eastern Metropolitan
14972,Essendon,3,h,S,Rendina,3/6/2017,7.5,3,2,1,276,1910,Moonee Valley City Council,-37.75126,144.89558,Western Metropolitan
22867,Werribee,3,h,S,hockingstuart,23/9/2017,14.7,3,2,1,517,1985,Wyndham City Council,-37.89423,144.64131,Western Metropolitan
2175,Brunswick,3,h,S,Jellis,8/10/2016,5.2,2,1,1,215,,Moreland City Council,-37.7642,144.9688,Northern Metropolitan
20151,North Melbourne,3,h,S,Nelson,3/9/2017,1.8,3,1,3,163,,Melbourne City Council,-37.80452,144.95718,Northern Metropolitan
21195,Frankston South,4,h,S,Eview,16/9/2017,38,4,2,2,536,1965,Frankston City Council,-38.16363,145.11545,South-Eastern Metropolitan
18192,Newport,3,t,S,Williams,12/8/2017,6.2,3,2,2,200,2005,Hobsons Bay City Council,-37.85134,144.88636,Western Metropolitan
13064,Kealba,3,h,S,O'Brien,6/5/2017,15,,,,,,Brimbank City Council,,,Western Metropolitan
26906,Chelsea,2,h,SP,Ray,11/11/2017,27,2,1,2,,,Kingston City Council,-38.0527,145.1143,South-Eastern Metropolitan
25097,Glen Waverley,3,u,S,Ray,21/10/2017,16.7,,,,,,Monash City Council,,,Eastern Metropolitan
13728,Strathmore,4,h,PI,Nelson,6/5/2017,9.7,4,1,1,543,1960,Moonee Valley City Council,-37.7199,144.9044,Western Metropolitan
4470,Footscray,3,h,SP,Jas,25/2/2017,6.4,3,1,1,211,1910,Maribyrnong City Council,-37.8059,144.901,Western Metropolitan
5193,Hawthorn,2,u,S,Nelson,4/3/2017,4.6,2,1,1,0,,Boroondara City Council,-37.816,145.0272,Southern Metropolitan
28081,Prahran,3,h,VB,Marshall,18/11/2017,4.6,,,,,,Stonnington City Council,,,Southern Metropolitan
5788,Kensington,2,h,SP,Woodards,8/10/2016,4.2,2,1,1,163,1900,Melbourne City Council,-37.7929,144.9287,Northern Metropolitan
21742,Brunswick West,2,u,SP,Jellis,19/8/2017,5.2,2,1,1,,1970,Moreland City Council,-37.75718,144.94024,Northern Metropolitan
10996,Aberfeldie,4,h,S,Nelson,8/10/2016,9.1,2,2,2,559,1995,Moonee Valley City Council,-37.7614,144.8925,Western Metropolitan
23019,Bundoora,5,h,S,Ray,26/8/2017,12.1,5,3,2,593,,Banyule City Council,-37.68878,145.05795,Northern Metropolitan
7251,North Melbourne,1,u,VB,Jellis,22/8/2016,2.3,,,,,,Melbourne City Council,,,Northern Metropolitan
33699,Richmond,2,u,SP,hockingstuart,17/3/2018,2.4,,,,,,Yarra City Council,,,Northern Metropolitan
8360,Reservoir,3,h,PI,Barry,6/8/2016,11.2,3,1,2,543,1965,Darebin City Council,-37.6946,144.9962,Northern Metropolitan
34463,Malvern East,3,h,SP,Noel,24/2/2018,8.4,3,1,3,555,1960,Stonnington City Council,-37.87874,145.08838,Southern Metropolitan
29897,Sunbury,3,t,S,Leeburn,6/1/2018,31.7,3,2,2,244,,Hume City Council,-37.58304,144.73887,Western Metropolitan
25078,Gardenvale,4,h,VB,Marshall,21/10/2017,7.2,4,2,2,696,1920,Glen Eira City Council,-37.89806,145.00816,Southern Metropolitan
32019,Point Cook,4,h,S,Point,3/3/2018,14.7,4,2,2,498,2010,Wyndham City Council,-37.90997,144.73585,Western Metropolitan
7836,Port Melbourne,2,h,S,Greg,10/12/2016,3.8,2,1,2,163,1980,Melbourne City Council,-37.8359,144.9358,Southern Metropolitan
13755,Sunshine,3,h,S,Village,29/4/2017,12.6,3,1,0,483,1950,Brimbank City Council,-37.7875,144.8456,Western Metropolitan
1403,Bentleigh East,2,h,S,hockingstuart,7/5/2016,13.9,2,1,1,169,,Glen Eira City Council,-37.9232,145.0537,Southern Metropolitan
2240,Brunswick,2,u,S,Brad,18/3/2017,5.2,2,1,1,0,1970,Moreland City Council,-37.7778,144.9594,Northern Metropolitan
6397,Malvern East,3,h,S,Fletchers,12/6/2016,11.2,3,2,2,691,1950,Stonnington City Council,-37.8734,145.0887,Southern Metropolitan
6997,Moorabbin,3,h,S,Buxton,22/5/2016,14.6,2,1,2,601,,Kingston City Council,-37.9361,145.0456,Southern Metropolitan
16454,Nunawading,3,h,S,Stockdale,24/6/2017,15.4,,,,,,Manningham City Council,,,Eastern Metropolitan
22076,Spotswood,2,h,S,Barlow,19/8/2017,6.2,2,1,1,243,,Hobsons Bay City Council,-37.82859,144.87947,Western Metropolitan
18609,Melton South,3,h,S,YPA,15/7/2017,29.8,3,2,4,578,,Melton City Council,-37.71432,144.57431,Western Victoria
23361,Oakleigh South,2,h,PI,Woodards,26/8/2017,15.5,2,2,0,600,,Kingston City Council,-37.91344,145.09347,South-Eastern Metropolitan
22719,Reservoir,3,h,PI,hockingstuart,23/9/2017,12,3,1,2,464,,Darebin City Council,-37.72318,145.01556,Northern Metropolitan
13513,Preston,3,h,SP,McGrath,20/5/2017,8.8,,,,,,Darebin City Council,,,Northern Metropolitan
7377,Northcote,2,u,PI,Barry,18/3/2017,5.5,2,1,1,120,1975,Darebin City Council,-37.7715,145.0075,Northern Metropolitan
20197,Reservoir,3,h,S,Barry,3/9/2017,12,3,1,2,741,,Darebin City Council,-37.70931,145.01434,Northern Metropolitan
25994,Glenroy,3,h,S,Raine,28/10/2017,11.2,3,1,4,695,1950,Moreland City Council,-37.70106,144.93721,Northern Metropolitan
32967,Altona North,3,h,S,Sweeney,17/3/2018,9.4,,,,,,Hobsons Bay City Council,,,Western Metropolitan
13811,Templestowe Lower,3,t,VB,hockingstuart,8/4/2017,13.8,3,2,2,306,,Manningham City Council,-37.7658,145.1014,Eastern Metropolitan
5391,Heidelberg Heights,2,h,S,Barry,11/2/2017,10.5,,,,,,Banyule City Council,,,Eastern Metropolitan
14193,Windsor,2,u,SP,Woodards,22/4/2017,5.1,2,1,1,774,1945,Port Phillip City Council,-37.8582,144.9979,Southern Metropolitan
11901,Glen Huntly,2,h,S,Gary,19/11/2016,10.4,2,1,1,100,,Glen Eira City Council,-37.8915,145.0451,Southern Metropolitan
9895,Sunshine North,3,h,S,Barry,18/6/2016,13.3,3,1,2,538,1975,Brimbank City Council,-37.7704,144.8384,Western Metropolitan
29687,Melton West,3,h,S,FN,6/1/2018,31.7,3,2,4,796,1980,Melton City Council,-37.67725,144.55421,Northern Victoria
3627,Doncaster,4,h,PI,Barry,10/12/2016,13.9,4,2,2,780,,Manningham City Council,-37.7955,145.139,Eastern Metropolitan
24486,Ivanhoe,2,u,S,Miles,14/10/2017,7.8,,,,,,Banyule City Council,,,Eastern Metropolitan
4741,Glenroy,3,t,VB,Brad,3/9/2016,13,,,,,,Moreland City Council,,,Northern Metropolitan
8997,Rosanna,3,h,S,Miles,10/9/2016,11.4,3,2,1,608,,Banyule City Council,-37.7439,145.0688,Eastern Metropolitan
32407,South Morang,4,h,S,HAR,10/3/2018,20.5,4,2,2,517,2013,Whittlesea City Council,-37.61894,145.06873,Northern Metropolitan
12063,Keilor Park,3,h,S,Nelson,10/12/2016,14.5,,,,,,Brimbank City Council,,,Western Metropolitan
14307,Cheltenham,2,u,S,Purplebricks,1/7/2017,17.9,2,1,1,0,,Bayside City Council,-37.97143,145.05219,Southern Metropolitan
20203,Reservoir,2,u,S,Nelson,3/9/2017,12,2,1,1,,2007,Darebin City Council,-37.70922,145.02486,Northern Metropolitan
9973,Sunshine West,3,h,S,Douglas,18/3/2017,13.5,3,1,4,700,,Brimbank City Council,-37.7845,144.8131,Western Metropolitan
27908,Kew,2,u,S,Nelson,18/11/2017,5.4,,,,,,Boroondara City Council,,,Southern Metropolitan
14550,Ormond,1,u,S,Ray,1/7/2017,11.4,1,1,1,1006,2010,Glen Eira City Council,-37.90164,145.04139,Southern Metropolitan
4806,Glenroy,4,h,S,Stockdale,12/11/2016,13,,,,,,Moreland City Council,,,Northern Metropolitan
13800,Surrey Hills,3,h,PI,Ray,20/5/2017,11.2,,,,,,Boroondara City Council,,,Southern Metropolitan
24732,Sunbury,3,h,S,YPA,14/10/2017,31.7,3,2,4,,,Hume City Council,-37.5632,144.70212,Western Metropolitan
34252,Flemington,2,h,VB,Jellis,24/2/2018,3.4,2,1,,157,1900,Melbourne City Council,-37.78659,144.92285,Northern Metropolitan
32681,Kingsville,2,u,SP,Jas,17/2/2018,6.4,,,,,,Maribyrnong City Council,,,Western Metropolitan
15184,Nunawading,4,t,S,Noel,3/6/2017,15.4,,,,,,Manningham City Council,,,Eastern Metropolitan
10202,Templestowe Lower,3,h,SP,Parkes,19/11/2016,13.8,,,,,,Manningham City Council,,,Eastern Metropolitan
5722,Keilor East,5,h,S,Nelson,18/6/2016,12.8,,,,,,Brimbank City Council,,,Western Metropolitan
5123,Hampton,3,h,S,Marshall,28/8/2016,13.7,,,,,,Bayside City Council,,,Southern Metropolitan
32095,Rosanna,3,h,VB,Jellis,3/3/2018,8.9,3,1,2,536,,Banyule City Council,-37.73589,145.06164,Eastern Metropolitan
17923,Brunswick East,2,u,VB,Nelson,12/8/2017,4,,,,,,Moreland City Council,,,Northern Metropolitan
8559,Reservoir,3,h,S,Barry,18/6/2016,11.2,3,1,2,945,,Darebin City Council,-37.7027,145.0001,Northern Metropolitan
11900,Glen Huntly,2,u,PI,hockingstuart,18/6/2016,10.4,2,1,1,0,1960,Glen Eira City Council,-37.8868,145.0408,Southern Metropolitan
23117,Epping,4,h,S,Barry,26/8/2017,19.6,4,2,4,854,1995,Whittlesea City Council,-37.63904,145.0589,Northern Metropolitan
20175,Point Cook,3,h,S,Barry,3/9/2017,14.7,3,2,2,353,2011,Wyndham City Council,-37.9105,144.73457,Western Metropolitan
8629,Reservoir,3,h,S,Ray,25/2/2017,11.2,,,,,,Darebin City Council,,,Northern Metropolitan
30770,South Melbourne,2,u,S,Greg,9/12/2017,1.9,,,,,,Port Phillip City Council,,,Southern Metropolitan
18018,Elwood,2,u,S,Biggin,12/8/2017,7.2,2,1,1,3256,1970,Port Phillip City Council,-37.87594,144.98833,Southern Metropolitan
25770,Caroline Springs,4,t,PI,Barry,28/10/2017,14.8,,,,,,Melton City Council,,,Western Metropolitan
25534,Avondale Heights,3,u,VB,Barry,28/10/2017,9.5,3,1,0,,,Moonee Valley City Council,-37.75659,144.8564,Western Metropolitan
16255,Forest Hill,3,h,S,Noel,24/6/2017,15.4,,,,,,Whitehorse City Council,,,Eastern Metropolitan
25915,Essendon,1,u,SA,McDonald,28/10/2017,7.5,,,,,,Moonee Valley City Council,,,Western Metropolitan
13253,Moonee Ponds,3,h,S,Purplebricks,20/5/2017,6.9,3,2,2,543,,Moonee Valley City Council,-37.7619,144.9083,Western Metropolitan
25643,Brighton,3,t,S,Marshall,28/10/2017,10.5,,,,,,Bayside City Council,,,Southern Metropolitan
31016,Oakleigh,4,h,S,Buxton,3/2/2018,12.3,4,2,2,550,1920,Monash City Council,-37.90191,145.09857,Southern Metropolitan
12795,Flemington,2,u,S,Nelson,8/4/2017,4.4,2,1,1,0,1890,Melbourne City Council,-37.788,144.9306,Northern Metropolitan
7028,Newport,3,h,S,Raine,4/3/2017,8.4,3,2,2,0,2013,Hobsons Bay City Council,-37.8447,144.8654,Western Metropolitan
123,Airport West,2,u,PI,Barry,26/7/2016,13.5,,,,,,Moonee Valley City Council,,,Western Metropolitan
5755,Keilor East,4,h,S,Brad,28/5/2016,12.8,4,3,2,579,,Brimbank City Council,-37.7368,144.8689,Western Metropolitan
20221,Rosanna,2,u,S,Nelson,3/9/2017,8.9,2,1,1,,1980,Banyule City Council,-37.73829,145.07848,Eastern Metropolitan
31356,Taylors Lakes,3,h,S,Barry,10/2/2018,15.5,3,2,2,,,Brimbank City Council,-37.70939,144.79836,Western Metropolitan
12476,Burwood,6,h,S,Ray,6/5/2017,11.7,6,2,2,665,1950,Monash City Council,-37.8493,145.1283,Southern Metropolitan
30038,Ascot Vale,4,h,S,Nelson,9/12/2017,4.3,4,1,2,520,1890,Moonee Valley City Council,-37.78034,144.92494,Western Metropolitan
12790,Flemington,3,h,S,McDonald,6/5/2017,4.4,3,2,2,226,2002,Melbourne City Council,-37.7824,144.9243,Northern Metropolitan
16867,Doncaster East,3,h,S,Noel,27/5/2017,14.3,3,2,3,654,1966,Manningham City Council,-37.78496,145.14659,Eastern Metropolitan
21946,Keilor East,4,h,S,Nelson,19/8/2017,11.7,4,1,2,615,1964,Brimbank City Council,-37.74127,144.86648,Western Metropolitan
12901,Hadfield,3,h,S,Stockdale,13/5/2017,12.1,3,1,2,585,,Moreland City Council,-37.71,144.9464,Northern Metropolitan
10473,Toorak,1,u,S,Jellis,18/6/2016,4.6,1,1,1,0,1967,Stonnington City Council,-37.8464,145.0074,Southern Metropolitan
12098,Albert Park,3,h,VB,Greg,6/5/2017,3.3,3,1,1,178,1910,Port Phillip City Council,-37.8473,144.9495,Southern Metropolitan
11470,Heidelberg,2,h,PI,Purplebricks,10/12/2016,10.6,2,1,1,187,1980,Banyule City Council,-37.7518,145.0698,Eastern Metropolitan
6509,Malvern East,3,h,VB,Jellis,28/8/2016,11.2,3,1,1,288,1999,Stonnington City Council,-37.8752,145.0817,Southern Metropolitan
4281,Fitzroy North,4,h,S,Nelson,14/5/2016,3.5,3,2,1,445,1890,Moreland City Council,-37.786,144.9864,Northern Metropolitan
16488,Prahran,2,u,S,Jellis,24/6/2017,4.6,2,2,1,0,1970,Stonnington City Council,-37.85184,145.01049,Southern Metropolitan
22435,Forest Hill,4,h,VB,Noel,23/9/2017,15.4,4,1,1,607,1960,Whitehorse City Council,-37.84137,145.17912,Eastern Metropolitan
32072,Reservoir,3,h,VB,Jellis,3/3/2018,12,,,,,,Darebin City Council,,,Northern Metropolitan
8035,Prahran,3,h,S,hockingstuart,18/3/2017,4.5,3,1,0,231,,Stonnington City Council,-37.8498,145.0039,Southern Metropolitan
32594,Elwood,2,u,S,Pride,17/2/2018,7.2,,,,,,Port Phillip City Council,,,Southern Metropolitan
27768,Fitzroy,3,h,SP,Nelson,18/11/2017,2.1,3,2,0,506,1880,Yarra City Council,-37.8029,144.9772,Northern Metropolitan
21888,Glen Waverley,5,h,S,Ray,19/8/2017,16.7,5,2,1,651,1970,Monash City Council,-37.8656,145.15034,Eastern Metropolitan
